no,author,comment,Sentiment_Score,Sentiment_Category,apiVersion,script,id,name,likelyGender,genderScale,score,probabilityCalibrated
111,dickymaulana mtwk,"Aku datang tidak ada ,aku pergi ada - ""kang parkir""",-4,Negative,namsor_api_2.0.30,LATIN,41b6df2f-011e-4876-9d93-7e51f1c36123,dickymaulana mtwk,female,0.215778957,1.701181006,0.607889478
112,info skandal selebgram,"kesuwen, dulung i 2 ewu e gek langsung cus",-7,Negative,namsor_api_2.0.30,LATIN,6ef10bed-d8d1-4529-ac4e-6df7d1228527,info skandal selebgram,male,-0.537588794,6.333008884,0.768794397
113,pakcikpower  ,"Pokok aku padamu pak/bu semerintah, arep digawe pie ae sing  ngene"" iki ttep bakalan manot ??",-2,Negative,namsor_api_2.0.30,LATIN,556ecbe4-6e5c-44d3-b18a-e9e6f4a28b87,pakcikpower  ,male,-0.394997966,4.760456254,0.697498983
114,erda kc,Siji d kon ngno... Liane do ngaleh...,-3,Negative,namsor_api_2.0.30,LATIN,aa6c9ffb-4c9d-4c35-814b-de08a6ac3e6d,erda kc,female,0.435238332,5.503229161,0.717619166
115,khapika chu,@zazux_yeye poneh montor dipapane ora agek didelehne wes diparani tukang parkir nyebrangne yo ora.. biangeten,-11,Negative,namsor_api_2.0.30,LATIN,922d6ba1-5e7d-48cb-8609-3f421c7e6786,khapika chu,female,0.24322069,1.929434964,0.621610345
116,zazux yeye,"@ haha.. Kandani kok. Kdg maune  gk onok wayah arep ngalih muncul tiba""????",-4,Negative,namsor_api_2.0.30,LATIN,4b4c6b18-5283-431d-bc73-1a8e7cd108df,zazux yeye,male,-0.082460823,1.178232065,0.541230411
117,zazux yeye,"@muhamaghfur yo mugo"" ae. La nk minimal 10mnit ngono yo gpopo.bareng 5mnit ae msok yo kon byr parkir. Malah ng surya bayar parkir ng kasir. Hdeh..",2,Positive,namsor_api_2.0.30,LATIN,45629870-3830-43c6-b546-64001989c2f5,zazux yeye,male,-0.082460823,1.178232065,0.541230411
118,hary kurni ,"Setujjuuuu polll ,,,drpada baku hantam trus kro tukang parkir,,pas teko g enek sg nyambut pas arep muleh tukang parkir pdo kruyuk² teko kyo laronn",1,Positive,namsor_api_2.0.30,LATIN,6dacc200-fff3-4363-abcf-f299ae93bb25,hary kurni ,male,-0.380558484,4.256078472,0.690279242
119,ramangabdulazis,Ribet cuk,4,Positive,namsor_api_2.0.30,LATIN,903b4749-f36a-4843-8fc4-ed63f0d1b97e,ramangabdulazis,male,-0.336565729,2.864406296,0.668282864
120,dimasak ,"@infoponorogo krungu krungu pasar lanang iku ameh digae parkiran mobil ngono min, jane cocok lo kui",5,Positive,namsor_api_2.0.30,LATIN,640f3af0-5c69-4af8-bece-ff12565bff7f,dimasak ,male,-0.378548913,4.033957528,0.689274457
121,infoponorogo,@zazux_yeye wah iya sih tapi piye ya kak? Bingungne terah?? gawa kanca wae kak kon nek motor??,-7,Negative,namsor_api_2.0.30,LATIN,7f065a99-9afa-443b-88ba-e6aaa19a4c1f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
122,infoponorogo,@hana_kuifei ndaraku ya ngono ??,-3,Negative,namsor_api_2.0.30,LATIN,bcc60181-89da-4941-af97-6005da85c79c,infoponorogo,male,-0.377713264,3.954005691,0.688856632
123,infoponorogo,@iwan_charisma sing durung kulina??,-4,Negative,namsor_api_2.0.30,LATIN,796c7ae2-84c8-42ed-ba02-b43fe161341f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
124,infoponorogo,@hary.kurni4 meresahkan piye lur? ??,5,Positive,namsor_api_2.0.30,LATIN,681c821e-13d3-4230-9455-281cb105cf2f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
125,infoponorogo,@harry_hore watduuuh lha piye penake kak??,-11,Negative,namsor_api_2.0.30,LATIN,47ba9c13-8a3f-4f42-9da9-39fd67b9d9c5,infoponorogo,male,-0.377713264,3.954005691,0.688856632
126,infoponorogo,@ramaakukuh lah lah laaaah kok ya tekan konoooo nele piye ta kih??,1,Positive,namsor_api_2.0.30,LATIN,424a2b6f-97bb-4dc8-baf5-9977b681b4fe,infoponorogo,male,-0.377713264,3.954005691,0.688856632
127,infoponorogo,"@ramangabdulazis sing durung kulina paling, penak biasa apa e parking? ??",0,Neutral,namsor_api_2.0.30,LATIN,e78c1219-3375-4e87-8451-80469b7afe8a,infoponorogo,male,-0.377713264,3.954005691,0.688856632
128,infoponorogo,@hary.kurni4 wkwkwkwk masa tau arep baku hantam??????,3,Positive,namsor_api_2.0.30,LATIN,d2fac1a3-f1dc-483c-a5fb-c8e36f474d1f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
129,gendondjadoel,Lho emang yg bener begitu.. Semua parkir harus ada karcisnya.. Selama ini kalian dapat Karcis nggak pas parkir??? Lha itu duit gelap semua,-1,Negative,namsor_api_2.0.30,LATIN,abaeadb1-db5e-49ad-9102-1b356c9aa05f,gendondjadoel,male,-0.372158969,3.537643221,0.686079484
130,infoponorogo,@gendondjadoel waah ini baru??????????,-5,Negative,namsor_api_2.0.30,LATIN,5606d343-b833-4ff5-b581-53ba8058eacc,infoponorogo,male,-0.377713264,3.954005691,0.688856632
131,ramangabdulazis,@infoponorogo pakku tuek min hpne 3315 gawene ngopi Ng kno ??,-3,Negative,namsor_api_2.0.30,LATIN,f2799760-0e09-49ca-9d13-68efbdd4e5eb,ramangabdulazis,male,-0.336565729,2.864406296,0.668282864
132,zazux yeye,La aq Karo anakq lo bos. Pdhl ankq numpak ng motor. Mlh ng surya byr parkir e ng kasir. Hdeh.. Parah.,4,Positive,namsor_api_2.0.30,LATIN,4b341d26-177b-4dd5-b7e1-b54ed46866d8,zazux yeye,male,-0.082460823,1.178232065,0.541230411
133,ziyamlabela,Suwen selak mlayu liyane ??,4,Positive,namsor_api_2.0.30,LATIN,e5416dc8-4bc0-4251-88ae-53ea9aeaac27,ziyamlabela,female,0.222456376,1.732813787,0.611228188
134,infoponorogo,@zazux_yeye wah ?? wealah zuzah nek ngono,-2,Negative,namsor_api_2.0.30,LATIN,f81029bd-542e-4c41-a278-72466ece7b10,infoponorogo,male,-0.377713264,3.954005691,0.688856632
135,infoponorogo,@dimasak_ wealah jare arep dadi taman terus Mall Pelayanan Public terus arep dadi parkiran malahan saiki??????lika liku pasar lanang,0,Neutral,namsor_api_2.0.30,LATIN,5eacfc4a-56c5-40b6-a34c-94c0fd461c55,infoponorogo,male,-0.377713264,3.954005691,0.688856632
136,infoponorogo,@ramangabdulazis wealah sih ngendi nek ngopi???? ya karo kowe apa ora?,-4,Negative,namsor_api_2.0.30,LATIN,18bef775-bf10-4b96-a267-305ab9c0a337,infoponorogo,male,-0.377713264,3.954005691,0.688856632
137,infoponorogo,@ziyamlabela nek pama mlayu dhisik ngono piye? ??,2,Positive,namsor_api_2.0.30,LATIN,f94fd23a-a49f-494c-9565-2a429f5ea9f4,infoponorogo,male,-0.377713264,3.954005691,0.688856632
138,ramangabdulazis,@infoponorogo Ijen gawene losss ??,4,Positive,namsor_api_2.0.30,LATIN,000f95d5-81a3-4908-b77e-176d9cf31fe3,ramangabdulazis,male,-0.336565729,2.864406296,0.668282864
139,muhammad kamilin,"Terus tugase kui ngko nyapo min, wes enek e-parking kok sek dilibatkan ?",5,Positive,namsor_api_2.0.30,LATIN,c853f31b-63c2-4819-a482-cb7949b1d2a1,muhammad kamilin,male,-0.92500917,10.99995005,0.962504585
140,adilaarp,sangat memudahkan sekali bagi orang² yang cashless,-6,Negative,namsor_api_2.0.30,LATIN,65176689-e781-40ec-9c4d-e11bd0c0b5e7,adilaarp,male,-0.318308949,2.669080843,0.659154474
141,infoponorogo,@adilaarp weh ngono ya kak????,1,Positive,namsor_api_2.0.30,LATIN,9ec281fa-ec91-4846-b2cb-1ffe7c2e14d5,infoponorogo,male,-0.377713264,3.954005691,0.688856632
142,infoponorogo,@muhammad.kamilin lha iku ngoperasikan alate iku sing dicekel iku lho paling ??,-3,Negative,namsor_api_2.0.30,LATIN,f9bd76c3-8a57-4414-a377-aead8b37433f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
143,infoponorogo,@ramangabdulazis weh piye ta pak e ditokne dhewe??,9,Positive,namsor_api_2.0.30,LATIN,d7145c44-929d-465f-afd4-61c11d5194bd,infoponorogo,male,-0.377713264,3.954005691,0.688856632
144,ulya nur r  ,"Wong arep muleh e kok dadak antri , , tuku besin e antrine ws koyo emboh tambai kui neh",2,Positive,namsor_api_2.0.30,LATIN,2323fcb2-b11b-484f-bf49-7ad86ca6468d,ulya nur r  ,female,0.687259461,7.216636374,0.84362973
145,melisadwi a,@_noveliayy piye pek?,-4,Negative,namsor_api_2.0.30,LATIN,b8df1361-c8d2-445d-a64a-62a782530731,melisadwi a,female,0.103238088,1.24978488,0.551619044
146,infoponorogo,@ulya_nur_r22 sing tenang kak??,1,Positive,namsor_api_2.0.30,LATIN,13eee273-0145-451d-9cdc-06e4544b1c55,infoponorogo,male,-0.377713264,3.954005691,0.688856632
147,infoponorogo,@melisadwi.a piye kak penak sing ndi????,6,Positive,namsor_api_2.0.30,LATIN,4d308a52-10db-43f7-9e75-128c19792fd0,infoponorogo,male,-0.377713264,3.954005691,0.688856632
148,mast echooooooo,Mbayangne ae ... Nek metu barang² seng teko bareng² ???? tukang parkir e kiro² polah e piye ????,-5,Negative,namsor_api_2.0.30,LATIN,751560b4-6f6e-4b8c-a5d6-7263321b778e,mast echooooooo,male,-0.363774512,3.315245709,0.681887256
149,lksworo,@bagassnugrh nyekel parkir daerah ngendi mas?,0,Neutral,namsor_api_2.0.30,LATIN,599269b0-df1c-4745-a459-cc6d29f720d2,lksworo,male,-0.330307175,2.793589467,0.665153587
150,mast echooooooo,@dimasak_  umpama blonjone neng kono mas...geg gowoo mobil... Trus parkir ngendi ????,-2,Negative,namsor_api_2.0.30,LATIN,8a3b593c-4259-4cf5-bc93-385d8f96ee31,mast echooooooo,male,-0.363774512,3.315245709,0.681887256
151,alfian ahmd,Kesuen . . . Butue ndang di geret pak ndang di sebrangne selak okeh sing ngantri gaeyanmu akeh Noto motor harang ??,0,Neutral,namsor_api_2.0.30,LATIN,1d9e1b1c-b071-4892-83d1-6bbe883973c1,alfian ahmd,male,-0.681923608,7.184858813,0.840961804
152,zufaraa,@ramaakukuh beh kaget,3,Positive,namsor_api_2.0.30,LATIN,6057f3c4-43cd-47ae-a3d0-a8a32567754a,zufaraa,male,-0.054643066,0.238908751,0.527321533
153,zazux yeye,aq eling ngono pegel ae bos. Wes susu gk oleh malah kelangan bayar parkir kono kene??,5,Positive,namsor_api_2.0.30,LATIN,99b56a4d-c2ba-4b4b-97ae-48345eba59d7,zazux yeye,male,-0.082460823,1.178232065,0.541230411
154,tambur ae,Gek arp d atur pye enh hemmm..,0,Neutral,namsor_api_2.0.30,LATIN,a5df45ef-086f-4eb3-be88-8645b63d786d,tambur ae,male,-0.311367732,2.602780005,0.655683866
155,infoponorogo,@mast_echooooooo lhadalaaah?? mall pelayanan dudu mall blanjan??,0,Neutral,namsor_api_2.0.30,LATIN,baa3fc4f-fb0e-47f5-a4fe-839b36e836a8,infoponorogo,male,-0.377713264,3.954005691,0.688856632
156,infoponorogo,@alfian.ahmd ????????penak sing ndi jane kih??,5,Positive,namsor_api_2.0.30,LATIN,b6c95498-e0fc-4723-9bec-3b7e0c01e2ad,infoponorogo,male,-0.377713264,3.954005691,0.688856632
157,infoponorogo,@mast_echooooooo waduh??????,-5,Negative,namsor_api_2.0.30,LATIN,b3bae2fb-2a2d-4e30-9334-3fab8c9559ca,infoponorogo,male,-0.377713264,3.954005691,0.688856632
158,infoponorogo,@tambur_ae dijajal paling ??,0,Neutral,namsor_api_2.0.30,LATIN,66e7b1bf-f4de-4ad5-bec6-969ccde1f375,infoponorogo,male,-0.377713264,3.954005691,0.688856632
159,muhammad kamilin,@infoponorogo ??. Siji ae min lek iso samsat kae gratis parkir e,2,Positive,namsor_api_2.0.30,LATIN,8fc4a055-72a6-4ab2-b246-8a798ee698d5,muhammad kamilin,male,-0.92500917,10.99995005,0.962504585
160,ramangabdulazis,@infoponorogo ak Nang Jepang min,-6,Negative,namsor_api_2.0.30,LATIN,d6a22070-2b1c-4870-959e-5ba12e9cad53,ramangabdulazis,male,-0.336565729,2.864406296,0.668282864
161,bayusimex,Gae scan QR code QRIS wae mbayar e ????,12,Positive,namsor_api_2.0.30,LATIN,e8910e63-a68b-4c98-abbd-cb56ccba79b1,bayusimex,male,-0.377024845,3.892469958,0.688512422
162, noveliay,@melisadwi oke deh rpp onok kemajuan????,4,Positive,namsor_api_2.0.30,LATIN,e8a1cbfb-507d-4a3d-8210-bcd85cd7e5f9, noveliay,male,-0.050908154,0.084875175,0.525454077
163,anjar ao,"Team mlipir nyimak sek , menowo isek enek celah ????",0,Neutral,namsor_api_2.0.30,LATIN,7f257792-f3ea-41dd-a778-63f91f211c6a,anjar ao,male,-0.62027329,6.775388277,0.810136645
164,infoponorogo,"@zazux_yeye iya sih aku ya tau og golek barang ndak oleh, ya kudu shodaqoh ?? sing sabar kak ben lancar rejekine..",2,Positive,namsor_api_2.0.30,LATIN,8799c748-65b3-4469-ac89-9bc817b24286,infoponorogo,male,-0.377713264,3.954005691,0.688856632
165,infoponorogo,@bayusimex watduuuuh ngono ya malahan??,-4,Negative,namsor_api_2.0.30,LATIN,b7ac28c0-92cc-4fb7-b05a-0f41831fc6bf,infoponorogo,male,-0.377713264,3.954005691,0.688856632
166,infoponorogo,@anjar_ao sik tos sik ??,2,Positive,namsor_api_2.0.30,LATIN,099614fa-6b89-4c50-9234-1a08da39d58b,infoponorogo,male,-0.377713264,3.954005691,0.688856632
167,infoponorogo,@muhammad.kamilin wah piye carane kuwi sing zuzah??,3,Positive,namsor_api_2.0.30,LATIN,dfc3ba15-046e-4677-adf3-9ab5fb685467,infoponorogo,male,-0.377713264,3.954005691,0.688856632
168,nadarulhuda suluhagama,"Sek...sek.... Kalau alesane ribet oke lah masuk akal, tp nek penghasilan menurun kok aneh ya. Kan maleh .............",0,Neutral,namsor_api_2.0.30,LATIN,14f4652b-b101-439e-a672-bd7a797d1714,nadarulhuda suluhagama,female,0.163972247,1.477467596,0.581986123
169,pfs 00 ,@infoponorogo Biasane...nek uji coba iku bakale lanjut. Evaluasi hanya formalitas.. ?????? Negri Konoha biasane ngunu.,-8,Negative,namsor_api_2.0.30,LATIN,3d88ee28-13f5-4aec-9c36-d225f1df3260,pfs 00 ,male,-0.373890414,3.650667028,0.686945207
170,reelfaiz,"Penak e-parkir. Pengalamanku bayar sesuai aturan malah kenek plilikan mripate tukang parkir, ngono ngueece karo ngguyu..arep taat aturan susyah tenan.??",6,Positive,namsor_api_2.0.30,LATIN,5772567d-5069-478a-aa8c-230f7efef7f5,reelfaiz,male,-0.236316251,1.860893623,0.618158125
171,infoponorogo,@rezaelfaiz lhaaa??,0,Neutral,namsor_api_2.0.30,LATIN,def618c3-f418-48d9-adb6-af2d71e350e9,infoponorogo,male,-0.377713264,3.954005691,0.688856632
172,infoponorogo,@al_wildd hmm??????hehe pokok ora jotos jotosan??,-2,Negative,namsor_api_2.0.30,LATIN,d26f6bd2-808f-4cf7-9c4f-eca3f9175d4d,infoponorogo,male,-0.377713264,3.954005691,0.688856632
173,infoponorogo,@advokat_nadarulhuda heheh?? enek sing berpendapat soale wayah ngurusi sing arep metu 2 sing siji urung kecandhak wis mlayu dhisik mungking ngono??,-6,Negative,namsor_api_2.0.30,LATIN,8e592251-cbd8-480b-bf3f-418979fd1931,infoponorogo,male,-0.377713264,3.954005691,0.688856632
174,infoponorogo,@mast_echooooooo okeeeee????????,3,Positive,namsor_api_2.0.30,LATIN,c2c878fd-15d5-4c91-bbfb-c44cdeb939f9,infoponorogo,male,-0.377713264,3.954005691,0.688856632
175,pfs 00 ,@infoponorogo Semoga saja. Iso dadi apike kabeh..,4,Positive,namsor_api_2.0.30,LATIN,a1775686-d5bc-4113-b7b1-92c64f4f275b,pfs 00 ,male,-0.373890414,3.650667028,0.686945207
176,infoponorogo,@rmzlahmad.dr wah lha menurut Kadesnya gimana kak? Apakah ndak ada info awal?,4,Positive,namsor_api_2.0.30,LATIN,f34267fc-7fc6-4715-8f05-8253c82f96a1,infoponorogo,male,-0.377713264,3.954005691,0.688856632
177,aqwam nasimbada,@dilaga_745 po yo iso dikontrol nek manual .wkwkwk,0,Neutral,namsor_api_2.0.30,LATIN,d78618a5-4521-46a9-b6f2-d98508398e2c,aqwam nasimbada,male,-0.894766439,9.531069091,0.947383219
178,aqwam nasimbada,mugo2 dudu mung alesan nek penghasile berkurang gara2 setoran e neng dishub akeh wkwkwk,0,Neutral,namsor_api_2.0.30,LATIN,9c3e59e9-e079-4320-b8b1-522418f43ee7,aqwam nasimbada,male,-0.894766439,9.531069091,0.947383219
179,renataelvina,Ono ono wae saiki peraturan anyr dadak e parkir,2,Positive,namsor_api_2.0.30,LATIN,1fd2c2c1-8404-430e-a29a-3aa560b9f12d,renataelvina,female,0.176565897,1.528910647,0.588282949
180,dem met  ,Penak ra penak min,-3,Negative,namsor_api_2.0.30,LATIN,d0b3e54e-29b8-4cf9-b161-24052650149a,dem met  ,male,-0.531629123,6.278707427,0.765814562
181, renggananda,Intine gelem maju opo mundur?,10,Positive,namsor_api_2.0.30,LATIN,08f682d6-e7ab-4f90-9b8f-4b612837dee6, renggananda,female,0.054867951,0.24825569,0.527433975
182,romantriz,Parkir di PCC aja dikelola pihak ketiga ??,3,Positive,namsor_api_2.0.30,LATIN,81193375-974a-4193-add5-881916d5400e,romantriz,male,-0.266057748,2.185491785,0.633028874
183,muhamd maghfur,"Jaman digital, SDM ya harus di upgrade. Tujuan pemkab memang modernisasi dan utk meminimalisir ""kebocoran"" agar PAD bertambah.",-1,Negative,namsor_api_2.0.30,LATIN,075ee6f4-2f3c-41e7-a279-ca7622373b91,muhamd maghfur,male,-0.901307564,9.720318937,0.950653782
184,eline xiandhia,"Yg jlas perlu ditertibkan jukir"" yg ngentolan... ??????Udh jlas trtulis di PERDA tarif  parkir itu brp.... Bukan seenak dia, E parkir sbnrnya bagus... Akan mudah bila udh terbiasa..... Menghindari kebocoran PAD jg... Yuk maju yuk.. Pasti bisa... PONOROGO HEBAT ????",4,Positive,namsor_api_2.0.30,LATIN,b2fbfecd-16c4-4ed2-ad16-d681fc5a5aae,eline xiandhia,female,0.700084914,7.297414887,0.850042457
185,muhamd maghfur,"@rmzlahmad.dr maaf setau sy klo jalan desa masuk cover dana desa, jd lgsg tanya ke kantor desa.",-4,Negative,namsor_api_2.0.30,LATIN,60cc1cf2-a745-442d-8f15-bfff8e6b2dcb,muhamd maghfur,male,-0.901307564,9.720318937,0.950653782
186,rmzlahmad dr,@rmzlahmad.dr desa nya lagi kasus masalah pungli pak..ini heran. Jalan masuk ke desa2 yg lain sudah semen semua . Kerumah saya aja yg belom..,3,Positive,namsor_api_2.0.30,LATIN,be89bd04-9dea-4c0b-bad9-99c3ed651154,rmzlahmad dr,male,-0.37756721,3.940642672,0.688783605
187,rmzlahmad dr,@muhamd.maghfur saya bukan asli sini. Br 3 bulan pindah ktp dsni. Sprtinya org disini pasrah2 saja..ini udh bertahun2 gada perubahan sm sekali,0,Neutral,namsor_api_2.0.30,LATIN,9c6ec69d-0d03-4615-8dbe-e15cb32b978a,rmzlahmad dr,male,-0.37756721,3.940642672,0.688783605
188,rmzlahmad dr,@infoponorogo info awal sejak sblm pandemi. Katanya mau dibangun. Sampai sekrg blm ad perubahan sm sekali..,0,Neutral,namsor_api_2.0.30,LATIN,6fa3a3cd-e897-48e9-b50f-055195f91990,rmzlahmad dr,male,-0.37756721,3.940642672,0.688783605
189,clpt gtgg ,"Manual tech ,, dadak gae noz barang",-1,Negative,namsor_api_2.0.30,LATIN,7021d909-9316-4928-823e-0ce97312a817,clpt gtgg ,male,-0.238551491,1.882706073,0.619275746
190,clpt gtgg ,Giegerno ae ????,0,Neutral,namsor_api_2.0.30,LATIN,043a04e5-fd1f-4a54-956f-7e2c44c4f518,clpt gtgg ,male,-0.238551491,1.882706073,0.619275746
191,nizarkurangturu ,@infoponorogo bolak balik minn??,-1,Negative,namsor_api_2.0.30,LATIN,0c0a257a-9c42-4a0c-bec8-7a4464de72f3,nizarkurangturu ,male,-0.070174327,0.936817318,0.535087163
192,gusrori ,Jane lk podo bingung mending mlaku ae.,-4,Negative,namsor_api_2.0.30,LATIN,2392c20b-67b8-4e6e-954d-8ef6260c4588,gusrori ,male,-0.276209811,2.314682034,0.638104906
193,septianpamungkas png,@infoponorogo blas ketoke min ??,0,Neutral,namsor_api_2.0.30,LATIN,4d64fb56-b915-4041-8d2b-1f9a0086c43c,septianpamungkas png,male,-0.343691152,2.959570039,0.671845576
194,septianpamungkas png,"@infoponorogo isone mung ngewangi dungo, pomo gawe E mugo ae bayare kang parkir iso d susaikne walaupun gk se agal pas gk gwe karcis ??",2,Positive,namsor_api_2.0.30,LATIN,0a964c6f-b7c5-4942-88ef-28ceef28a984,septianpamungkas png,male,-0.343691152,2.959570039,0.671845576
195,hantoro krista,??menolak karena penghasilannya gak besar lagi (kelong akeh),2,Positive,namsor_api_2.0.30,LATIN,8cc9cf1d-04e6-4190-89bf-69fb7387479f,hantoro krista,male,-0.584883316,6.575122603,0.792441658
196,angry bud,"Iso lah, jaman semakin berkembang. kabeh2 serba elektronik. Jd yo kudu adaptasi",-3,Negative,namsor_api_2.0.30,LATIN,bfdcebc7-5ba9-4f53-b62a-c988842a8719,angry bud,male,-0.741572906,7.614981712,0.870786453
197,dwi yulia,Penak e-parkir.. bayare parkir murah min,0,Neutral,namsor_api_2.0.30,LATIN,9072896b-7c55-4d8e-865c-15208d5bfbd6,dwi yulia,female,0.380981349,4.309603872,0.690490675
198,mohamadaxel,"enak e - parkir aja, apalagi biasanya ada tukang parkir yg ga ngapa"" in ehh minta uang wkwk",2,Positive,namsor_api_2.0.30,LATIN,50b2fb04-b9c9-4938-8e35-9b507a3092e5,mohamadaxel,male,-0.380492438,4.247964425,0.690246219
199,anang pr  ,"Wes kono"" lurr, piye karepe",4,Positive,namsor_api_2.0.30,LATIN,409312fb-8d7d-4287-b66d-471a2318a62d,anang pr  ,male,-0.442025165,5.649421546,0.721012582
200,arkhasewandono,"Jukir nolak e-parkir kene yo nolak m-parkir, podo nolak e akhire gk sido mbayar ??????",-7,Negative,namsor_api_2.0.30,LATIN,6b05f851-46b0-4775-b116-9a88555f79de,arkhasewandono,male,-0.359228254,3.223956964,0.679614127
201,ajudannnn,"Klo memang alasannya berkurangnya PAD daerah, pasang aja banner foto dan viralkan jukir yg tidak memberi karcis udah gitu aja jukir ketar ketir. Daripada ribet pake elektronik. ????",-11,Negative,namsor_api_2.0.30,LATIN,996f3e70-89e3-41f1-bae2-b5352d400bd6,ajudannnn,male,-0.096563079,1.226492723,0.54828154
202,ajudannnn,@ajudannnn alasannya kan emang karena selama ini jukir setor uang ke pemda gak sesuai target. Mana kemarin ada yg matok 15k per mobil waktu lebaran,-22,Negative,namsor_api_2.0.30,LATIN,08a7a84f-59e1-4f92-9ab8-a735e8e92992,ajudannnn,male,-0.096563079,1.226492723,0.54828154
203,karya dx,"@dilaga_745 kyok sistim di gacoan sama Surya swalayan bayar parkirnya di kasir, agar tidak ada KEBOCORAN, tarif e Podo, tur ora dislewengke..",0,Neutral,namsor_api_2.0.30,LATIN,d6a8da1e-1a4c-412b-bfd1-34d537e0f208,karya dx,female,0.527086156,6.239201729,0.763543078
204,sinyo permana,"@dilaga_745 jangan seribu bro,gua parkir mobil gua kasi 10ribu gua kira dikasi kembalian e malah kabur,mending sistem langsung masuk kas daerah",0,Neutral,namsor_api_2.0.30,LATIN,f0f9aac1-8ff5-4e99-8753-c074679d4684,sinyo permana,male,-0.337087278,2.870514222,0.668543639
205,ruvizuana,"Lek kangelan gae alat elektronik, ben digenteni cah2 ae pak, iki wes akeh cah lulusan anyar podo nganggur",12,Positive,namsor_api_2.0.30,LATIN,85065f92-092c-4c94-b07e-0cba8d554c12,ruvizuana,female,0.077994141,1.163201602,0.538997071
206,infoponorogo,@ruvizuana lhadalaa ??,6,Positive,namsor_api_2.0.30,LATIN,4685ef78-bd77-4704-a6d3-4d1ef83fbd66,infoponorogo,male,-0.377713264,3.954005691,0.688856632
207,dilaga    ,@karya_dx la itu lebih baik,4,Positive,namsor_api_2.0.30,LATIN,99049cd5-f881-4291-b2cb-fe6b8afbf9f9,dilaga    ,male,-0.468811822,5.835475593,0.734405911
208,karya dx,"@sinyo_permana kyk gak ikhlas GT ya, terkesan maksa kyk maling, kalo di BCA saya kasih 2rb masih dikasih kembalian 1rb, kalo ditempat lain sekitaran HOS Cokroaminoto itu sering gak dikasih kembalian, bahkan saya pernah di daerah Balong dikasih 2rb jg ga dikasih kembalian,",6,Positive,namsor_api_2.0.30,LATIN,741a1e1c-2aa5-447e-a1fb-f58112511181,karya dx,female,0.527086156,6.239201729,0.763543078
209,sinyo permana,"@karya_dx ini bukan masalah ikhlas gag ikhlas,tp masalah kejujuran.... PERDA dah ngatur tarif parkir masa tukang parkir dikasi 10ribu gag ngasi kembalian???????? makanya dibuat elektronik supaya kerja itu sesuai SOP yg ada????",-3,Negative,namsor_api_2.0.30,LATIN,d8feb39f-7a62-428e-b003-4f116f61eb3b,sinyo permana,male,-0.337087278,2.870514222,0.668543639
210,karya dx,"@sinyo_permana bukan GT bro mksd q ak kalo mtor dikasih 2rb diem aja pdhal dtmpat lain 1rb diem/ klo 2rb masih ad yg mau ngasih kmbalian, rasanya kyk gak ikhlas GT lho, berasa dipalak aja,,kalo saya setuju dibuat satu tarif aja buat yg dipinggir jalan",-1,Negative,namsor_api_2.0.30,LATIN,32e414b1-c78c-4ba0-9f8b-c37fc7e88e12,karya dx,female,0.527086156,6.239201729,0.763543078
211,ayubsimone,Tiwas e parkir neng hos cokroaminoto mending e parkir e dikekne pasar legi lk luwih cocok,-7,Negative,namsor_api_2.0.30,LATIN,a86fca7c-1002-4457-8d6a-1879649f6718,ayubsimone,female,0.052979478,0.17005917,0.526489739
212,super keju  ,Panggah wong cilik seng di gae susah.. ????????,-5,Negative,namsor_api_2.0.30,LATIN,3d11d1d4-b5de-45e7-b2f9-0c43285797da,super keju  ,male,-0.470293122,5.843963128,0.735146561
213,kapringga,Mesti lek gae aturan terlalu mendadak dadi keteteran opo meneh wong tuek umur 50th wes gak nutut,-12,Negative,namsor_api_2.0.30,LATIN,c9233ed8-80d7-4574-96a2-d9b8c003855b,kapringga,male,-0.058456048,0.399146793,0.529228024
214,singgih dwi hs,"Bagusan e parkir, dana yg masuk bisa maksimal, tp klau lhat tren pemerintah saat ini uang2 dr pendapatan pajak rawan d gunakan oknum2. Jd sama aja intinya uang nya gak tau kmana??",4,Positive,namsor_api_2.0.30,LATIN,62d065c6-4bee-4dce-9b96-c908bfd1d1e1,singgih dwi hs,male,-0.293241738,2.445570993,0.646620869
215,tuludnah,"""Mengurangi Penghasilan""? ???????? ketoro jukir nakal",-3,Negative,namsor_api_2.0.30,LATIN,dfe61c96-7dea-4b0f-8acb-38d827c1e8d4,tuludnah,male,-0.159208241,1.458434995,0.579604121
216,rdwnardian ,Tukang parkir paling parah sekitar alun2.. ?? Pilih parkir motor bayar 5000 opo ngaleh? Ra gelem ngalih o.. piye lo kiih,3,Positive,namsor_api_2.0.30,LATIN,da1b379b-643e-484b-b3af-836394c1478c,rdwnardian ,male,-0.370463965,3.465476978,0.685231982
217,davidferdy,@dilaga_745 mambengi 3000 sak motor neng festival lur??,-1,Negative,namsor_api_2.0.30,LATIN,ae8045d6-8bb3-44af-8ec0-39911964674d,davidferdy,male,-0.066674484,0.765858627,0.533337242
