no,author,comment,apiVersion,script,id,name,likelyGender,genderScale,score,probabilityCalibrated,Sentiment_Score,Label
380,singgih dwi hs,tas mudah dibawa,namsor_api_2.0.30,LATIN,6756c19b-7390-46eb-8aa0-a084dbc8e385,singgih dwi hs,male,-0.293241738,2.445570993,0.646620869,3,Positive
381,galery griya pusaka,mengutil,namsor_api_2.0.30,LATIN,bec24b25-8cdf-4fc2-8d42-4b61ef6708ac,galery griya pusaka,male,-0.050401081,0.064080228,0.525200541,-4,Negative
382,sulthon alhakim,terbiasa merem,namsor_api_2.0.30,LATIN,7ce15705-448f-4dcf-ba27-207fd58b118c,sulthon alhakim,male,-0.673652505,7.137510754,0.836826252,1,Positive
383,ahmad   x,koboi,namsor_api_2.0.30,LATIN,17598e25-b462-4d41-bb0f-3ab000c16a65,ahmad   x,male,-0.925283512,11.02785006,0.962641756,0,Neutral
384,ponidi pamungkas,terbiasa,namsor_api_2.0.30,LATIN,58f315ce-3061-430b-a3c0-9265d23138ee,ponidi pamungkas,male,-0.062235529,0.563134982,0.531117765,3,Positive
386,mashelnasya,koment ter cakeeep,namsor_api_2.0.30,LATIN,3c3b3e20-4ba3-49f3-9866-86e12071567f,mashelnasya,female,0.112827448,1.283783212,0.556413724,0,Neutral
387,mhyshinta,lanjutkan eparking benarbenar berfungsikurangi parkir liarasal berhenti dimana parkir motor 2kharus ambil uangnya biarkan pindah tertulis motor 1k bayar 2k,namsor_api_2.0.30,LATIN,3632923c-540f-49cd-9bdd-d6c80d577b46,mhyshinta,female,0.300566706,2.506593167,0.650283353,-8,Negative
389,jejaklangit  ,konser denny mnc tv gak pinjam motor lho menurutku maaf sisi kesal,namsor_api_2.0.30,LATIN,345b1add-cd44-4e5c-991a-546065ee0757,jejaklangit  ,male,-0.354431929,3.135322816,0.677215965,-2,Negative
390,jejaklangit  ,maafkan khawatir dirimu memarkir mobilku paviliun ditagih 2000 gila tiket kabarmu indonesia maju susah sdm,namsor_api_2.0.30,LATIN,e8bd84a3-0321-441f-b460-c9f429ad2ee9,jejaklangit  ,male,-0.354431929,3.135322816,0.677215965,-12,Negative
391,rudirianto       0  ,alasannya ribet pelajari terlibat ganti pekerjaan mengubah pekerjaan,namsor_api_2.0.30,LATIN,8411e34d-6ed5-4d09-a207-98150d4ff60d,rudirianto       0  ,male,-0.068679027,0.862329856,0.534339514,5,Positive
392, raasgtiulti ,regenerasi,namsor_api_2.0.30,LATIN,b27526ee-1fc2-4d91-ae80-cc107c067232, raasgtiulti ,male,-0.054517137,0.233679307,0.527258568,2,Positive
393,kustyoriniaprilia,jalan parkir bingung,namsor_api_2.0.30,LATIN,3dec6b39-5f72-443b-8abd-80f85880c87b,kustyoriniaprilia,female,0.069780627,0.916976056,0.534890313,1,Positive
394,dhul  0bhajoel,rumit rumit sulit bergerak maju,namsor_api_2.0.30,LATIN,4829ed80-ae74-4886-8c7c-6becc5baa27b,dhul  0bhajoel,male,-0.870875339,9.050864119,0.93543767,-10,Negative
395,bosnyaran co id,parkir parkir masuk,namsor_api_2.0.30,LATIN,7d79d94c-ca0c-4ab9-9063-19f2f2900317,bosnyaran co id,male,-0.377060604,3.895578317,0.688530302,-1,Negative
396,itsmeolv ,ben,namsor_api_2.0.30,LATIN,39206c3f-d496-423a-9fd6-d2a335ee1ba6,itsmeolv ,male,-0.28538144,2.383392836,0.64269072,0,Neutral
397,bangkit dc  ,berkomentar diwakili,namsor_api_2.0.30,LATIN,962ee7cd-4aac-4969-b8e4-94e76f5e33a5,bangkit dc  ,male,-0.598589561,6.648015067,0.79929478,0,Neutral
399,faisagussetia,tukang parkirnya menolak menyetorkan hasil beda,namsor_api_2.0.30,LATIN,d0db37a4-9e4f-41d5-baea-6cd429881ef4,faisagussetia,female,0.066436785,0.754648554,0.533218392,-5,Negative
400,mas acong ,ya jukir mengubahnya,namsor_api_2.0.30,LATIN,549762b8-2048-45a7-b652-2a07a229ce60,mas acong ,male,-0.519572966,6.177096894,0.759786483,4,Positive
401,muhamd maghfur,alat aplikasinya ganti muda kualitas sdm diperbarui,namsor_api_2.0.30,LATIN,60f053a7-073b-49b2-8c5a-af35e108cf14,muhamd maghfur,male,-0.901307564,9.720318937,0.950653782,2,Positive
402,nuryadi    ,pensiun,namsor_api_2.0.30,LATIN,240cbb72-4daa-4f4e-88cd-7500aa12f794,nuryadi    ,male,-0.439829236,5.599760349,0.719914618,-3,Negative
403,nuryadi    ,tenaga penganggurannya,namsor_api_2.0.30,LATIN,26a6db73-5b5f-4c9b-a2d7-53137f3dbeec,nuryadi    ,male,-0.439829236,5.599760349,0.719914618,3,Positive
404,misgiart,diwakili twrnyata,namsor_api_2.0.30,LATIN,5e274589-e543-4d7a-8c95-497d96de3f98,misgiart,male,-0.156181088,1.446457534,0.578090544,0,Neutral
405,mas hakiem,orang menolak kemajuan alasan rumit sulit,namsor_api_2.0.30,LATIN,4bfe640f-4fe4-4e4d-a5e7-70870ea13152,mas hakiem,male,-0.550592779,6.413058038,0.77529639,-9,Negative
406,mbak hess,michellia308,namsor_api_2.0.30,LATIN,7c81eb00-b96d-44a8-b10c-40e458ee9f2d,mbak hess,female,0.04997057,0.046436057,0.524985285,0,Neutral
407,feri bbwr    ,parkir 2 ribu kemarin parkir 3 ribu,namsor_api_2.0.30,LATIN,41ae1327-81ec-402a-a7df-0cca42815610,feri bbwr    ,female,0.263071209,2.148957408,0.631535604,2,Positive
408,dickymhf,lucu,namsor_api_2.0.30,LATIN,6ed72c9f-c75c-41fa-86e5-fb885e274890,dickymhf,male,-0.381563142,4.388125415,0.690781571,1,Positive
409,yusyarifai,entahlahparkir manual mengutil jukir parkir elekreonik makan atasan transparan ya diterapkan parkir motormobil bayar pajakkok bayar parkiraneeehhh toooo,namsor_api_2.0.30,LATIN,314f024f-598d-421b-ba79-483dcac63282,yusyarifai,male,-0.06813126,0.835606392,0.53406563,4,Positive
410,heeeennn,masyarakat menolak jukir menolak,namsor_api_2.0.30,LATIN,42876ec4-8c3f-433f-8b95-a3f17271496e,heeeennn,male,-0.067278879,0.794572292,0.533639439,-8,Negative
412,awan prastowo,gassss,namsor_api_2.0.30,LATIN,6a97799e-88ee-4cae-885f-9c250610be77,awan prastowo,male,-0.659977341,7.061235674,0.829988671,0,Neutral
413,m anwar fauzi,omong rumit dibuang,namsor_api_2.0.30,LATIN,16a9edd3-ace5-489f-aaac-0f3ccccc6205,m anwar fauzi,male,-0.381596757,4.392851297,0.690798378,-12,Negative
414,wahyu listio,sulit belajar manual,namsor_api_2.0.30,LATIN,93fed32a-254b-4336-aafb-66127caa4eff,wahyu listio,male,-0.380754311,4.28051982,0.690377155,3,Positive
415,hmadsy   ,setuju berbuat bersamasama,namsor_api_2.0.30,LATIN,3dad2b68-7e54-4be7-851f-b2cf23a5001b,hmadsy   ,male,-0.07201638,1.032062515,0.53600819,1,Positive
416,enytamufidh,parkir rumah 10000 dicuri uangnya saku,namsor_api_2.0.30,LATIN,10b4d507-1c6a-4906-8d47-e9d118e42fd7,enytamufidh,male,-0.049082276,0.010049823,0.524541138,4,Positive
417,enytamufidh,terletak halaman latansadi jalan hos,namsor_api_2.0.30,LATIN,13ac12c5-1fa2-41e1-89c7-a8c265bf097d,enytamufidh,male,-0.049082276,0.010049823,0.524541138,0,Neutral
418,garasi bangyos,jukir mundurlahkalau maju sepeda motor melewatimu,namsor_api_2.0.30,LATIN,4030b185-7fe7-42c1-907a-f418e709c074,garasi bangyos,male,-0.541649041,6.371761587,0.770824521,0,Neutral
419,mia rahayu0 ,pakai eparking motornya bayar,namsor_api_2.0.30,LATIN,1aab9ba5-90d8-4145-afda-d8baba7550be,mia rahayu0 ,female,0.415410652,5.168036645,0.707705326,-2,Negative
420,ferysetiawanbs   ,motornya terbalik ya,namsor_api_2.0.30,LATIN,f697cc96-366b-44b9-a19c-4d55d00fe303,ferysetiawanbs   ,male,-0.17841195,1.536595711,0.589205975,4,Positive
421,jenihendra,terkadang membayar 5 ribu alasannya,namsor_api_2.0.30,LATIN,8bde0a9d-001e-41db-897f-11e2351d5cab,jenihendra,female,0.052784907,0.162035901,0.526392453,0,Neutral
422,cinocaramel,parkir kemarin mesjid lambat acara senam 5k karcis parkir,namsor_api_2.0.30,LATIN,4ccf171b-2b5b-4f2b-8775-a4ccec756226,cinocaramel,male,-0.37122586,3.48400988,0.68561293,3,Positive
423,ratu jagal,lanjutkan parkir ãâã¢ââ¦ biarkan bantalannya,namsor_api_2.0.30,LATIN,c2677bb5-302b-4219-8c64-19e450a9e973,ratu jagal,male,-0.366189988,3.367093128,0.683094994,0,Neutral
424,escoklatcokot hoscokroaminoto,jukir menyetorkannya dinas perhubungan bunga depositnya fix,namsor_api_2.0.30,LATIN,8ec4e4e8-41cb-454f-ac1d-b7a17d211a07,escoklatcokot hoscokroaminoto,male,-0.276285861,2.31523607,0.63814293,0,Neutral
425,nurrofi mahmuda,proses belajarnya lambat mengeluh,namsor_api_2.0.30,LATIN,1cda2771-5a82-4c5d-bad3-4327f76b8fe7,nurrofi mahmuda,female,0.082657893,1.178897964,0.541328947,2,Positive
426,s roni0 ,parkiran rame banget mumpung parkir kota,namsor_api_2.0.30,LATIN,9ba5ffc8-440b-48ca-b5e6-2670b36745fc,s roni0 ,male,-0.059240267,0.432672326,0.529620133,0,Neutral
427,itss silviyuse,ya bu akun resminya depositnya pendapatan didaerah meningkat parkir acara kemarin tarif mahal pendatang juru parkir resmi,namsor_api_2.0.30,LATIN,0b0954cd-cdb0-4e96-b48c-c25d82166c20,itss silviyuse,female,0.246496642,1.963219879,0.623248321,8,Positive
428,itss silviyuse,pie ale bu orang jukir bayar deposit,namsor_api_2.0.30,LATIN,fe434281-46d9-4bf4-86c3-1545b0f2a826,itss silviyuse,female,0.246496642,1.963219879,0.623248321,-2,Negative
429,itss silviyuse,depositnya sesuai didishub bilang,namsor_api_2.0.30,LATIN,d21c9532-009d-4622-ada8-b2a88c014cb2,itss silviyuse,female,0.246496642,1.963219879,0.623248321,3,Positive
430,faisagussetia,ummm no comment gan ditolak,namsor_api_2.0.30,LATIN,228b2127-ab7d-466e-b926-0b728a982c85,faisagussetia,female,0.066436785,0.754648554,0.533218392,-4,Negative
431,dana pradan,bayarnya dibayar penghasilan,namsor_api_2.0.30,LATIN,26126dbd-2ac3-483c-8cd1-b3c6b2b036bf,dana pradan,female,0.395787869,4.775089941,0.697893934,3,Positive
432,itss silviyuse,dishubnya dibayar diincar kantor memiliki deposit menemukannya,namsor_api_2.0.30,LATIN,4ec8605d-f166-426b-b08a-475184b0c4b9,itss silviyuse,female,0.246496642,1.963219879,0.623248321,3,Positive
433,dana pradan,oke,namsor_api_2.0.30,LATIN,3151b66c-3dcc-4e9d-ab42-60175a65cf25,dana pradan,female,0.395787869,4.775089941,0.697893934,2,Positive
434,marin marko,terima kasih taman pinggir jalan jalan hos tarifpembayarannya bayar 5000 masuk 2000 eparking diberlakukan antisipasi pungli jukir,namsor_api_2.0.30,LATIN,33914b17-10bf-41e6-bd1d-849e5cdac57c,marin marko,female,0.32503735,2.737220563,0.662518675,-3,Negative
435,rifadno,alunalun 3k,namsor_api_2.0.30,LATIN,a3ba9e0a-63ae-42a1-b14e-e4eeb22deaff,rifadno,male,-0.295707707,2.465765178,0.647853853,0,Neutral
436,michellia 0 ,acara 5k mahasiswa keberatan,namsor_api_2.0.30,LATIN,6a34b46a-81f2-4090-ac56-434f318f54df,michellia 0 ,female,0.758692982,7.771578058,0.879346491,0,Neutral
438,rifadno,bayar 5 ribu beli jus gorengan wkwkw,namsor_api_2.0.30,LATIN,1a6b47a3-fb6a-4aac-bd17-82a0cdd06879,rifadno,male,-0.295707707,2.465765178,0.647853853,-3,Negative
439,pradikaangga ,ribet dipecat ya,namsor_api_2.0.30,LATIN,ac7995b5-6c8e-4d26-9b8c-25eac34cb14d,pradikaangga ,male,-0.122018256,1.316994316,0.561009128,0,Neutral
440,muslihitz,gak kasih tau ribet banget nyebelin motornya diparkir disuruh parkirin,namsor_api_2.0.30,LATIN,9adcc1e8-1c08-427b-b68c-e8f04acf8d5c,muslihitz,male,-0.0579189,0.376311764,0.52895945,-12,Negative
441,hantoro krista,ribet penghasilan jukir berkurang drastis ayo gas kemajuan dipikirkan,namsor_api_2.0.30,LATIN,47cce79b-c7a6-4d0a-b6b2-bcabf9215dd7,hantoro krista,male,-0.584883316,6.575122603,0.792441658,-7,Negative
442,edykusumaa,jukire tua,namsor_api_2.0.30,LATIN,df1c8c97-5a9c-4d4a-a313-cb33b6225f02,edykusumaa,male,-0.073544985,1.114492335,0.536772492,-4,Negative
443,erwincaprut,wkwkwkwk,namsor_api_2.0.30,LATIN,774b5057-37f1-4d06-ac7f-64591e99934c,erwincaprut,male,-0.345427964,2.986157457,0.672713982,0,Neutral
445,bimaekanusantara ,no comment urusan rakyat sentral,namsor_api_2.0.30,LATIN,7fee9eeb-22c3-429a-8c86-2f815e72ea67,bimaekanusantara ,male,-0.051504769,0.109366134,0.525752385,0,Neutral
446,super tedjo,mohon maaf wajib deposit parkiran konsepnya gitu,namsor_api_2.0.30,LATIN,77099cba-9060-4f40-bb39-2a09e2b8963c,super tedjo,male,-0.593215263,6.618798792,0.796607632,-3,Negative
447,nunu sgt,iya lakukan eparking tertib emosi emosional jukir dikasih 1000 terima nilainya 2 miliar sekeping koin eparking membutuhkan bersosialisasi penggunaannya seiring berjalannya terbiasa,namsor_api_2.0.30,LATIN,730ba1b2-cbf0-4b29-a573-61e31d123a4f,nunu sgt,female,0.354309279,3.133148305,0.677154639,8,Positive
448,ramaakukuh,,namsor_api_2.0.30,LATIN,92f6f2ac-7fc6-4c8a-a123-027c4cc4bed3,ramaakukuh,male,-0.250705889,2.007933712,0.625352945,0,Neutral
449,miyano sherry  ,penghasilannya berkurang parkir motor salah jalan hos cokroaminoto bayar 5 ribu 2000 bensin parkir mobil seharga 3000,namsor_api_2.0.30,LATIN,8fbd2fce-690a-42eb-90bb-1f822c25e324,miyano sherry  ,female,0.068684759,0.862611001,0.534342379,-6,Negative
450,alfanzain id,faktanya jukir penipuan menarik 2000 depositnya,namsor_api_2.0.30,LATIN,8ef7adac-5b09-416d-9a40-45f52d92d9a7,alfanzain id,male,-0.068688943,0.862816271,0.534344472,0,Neutral
451,masrur asyrofi,setuju parkir elektronik,namsor_api_2.0.30,LATIN,b7104849-8998-476c-a726-b151dcd6b1f6,masrur asyrofi,male,-0.844352999,8.68606403,0.9221765,2,Positive
452,alfanzain id,pemimpinnya korupsi masyarakat hobi korupsi,namsor_api_2.0.30,LATIN,ca7addce-4d88-4843-ac0d-888b6890c97d,alfanzain id,male,-0.068688943,0.862816271,0.534344472,-8,Negative
453,mohamadaxel,bagus harga parkirnya sepadan,namsor_api_2.0.30,LATIN,db9e57a2-71bf-486e-96d1-825f0356a3ac,mohamadaxel,male,-0.380492438,4.247964425,0.690246219,1,Positive
454,f  ndra,eh besok pagi acara tk motornya ditarik 3000 gak worth it senyumsenyum aja,namsor_api_2.0.30,LATIN,5840620c-e059-43b9-ad7c-d97a2b831a8a,f  ndra,male,-0.053085451,0.174431331,0.526542726,-1,Negative
455,chukyt,besaran kenaikan masuk jukir,namsor_api_2.0.30,LATIN,ad941c45-4e19-49f1-9e9c-168ae0d2c0cd,chukyt,male,-0.224996504,1.755429855,0.612498252,-3,Negative
456,snailmucica,pernahkah membeli pakaian sembilan puluh sembilan mencarinya membayar parkir,namsor_api_2.0.30,LATIN,787e93d2-0264-4b03-8511-0985eee21160,snailmucica,female,0.170702197,1.504748752,0.585351099,-3,Negative
457,ratnayas,ecard tempel,namsor_api_2.0.30,LATIN,da0585db-b56a-4256-9e00-7dbd3dbb20b4,ratnayas,male,-0.299503775,2.497540427,0.649751887,0,Neutral
458,vickyalin  0,memiliki data lengkapnya,namsor_api_2.0.30,LATIN,47797aaa-9881-40be-8d38-87639abc875e,vickyalin  0,female,0.054512519,0.233487594,0.527256259,-3,Negative
459,muh     ,memakan rakyat memakan wakil rakyat,namsor_api_2.0.30,LATIN,9c1ca88a-37be-4970-831f-79effc11a255,muh     ,male,-0.521492334,6.19260097,0.760746167,-8,Negative
460,dana pradan,eparking pad 71 juta eparking 134 juta pejabatnya suka uang panas jukir suka eparking eparking diterapkan menolak pendapatannya berkurang mencari orang nakal,namsor_api_2.0.30,LATIN,09a8f279-383f-4a1e-a900-45ca6ede7ee1,dana pradan,female,0.395787869,4.775089941,0.697893934,-6,Negative
461,ismaisma0 ,pasar malam malam bayar parkirnya,namsor_api_2.0.30,LATIN,2358728e-4265-4993-b4c1-effe5160a1d7,ismaisma0 ,male,-0.40696329,5.00849645,0.703481645,-4,Negative
462,windy imnida,males berhenti parkir ramai,namsor_api_2.0.30,LATIN,4008ee24-2b00-4c93-b742-99ce98d98de3,windy imnida,female,0.543262334,6.381566041,0.771631167,-5,Negative
463,anggaraffiq,untung tolong korupsi,namsor_api_2.0.30,LATIN,6f8d0b8c-f6e2-4aa5-a424-365e9a12b1e2,anggaraffiq,male,-0.293587333,2.448380533,0.646793667,-1,Negative
464,add zim,bahu jalan parkir minimal atur jalurnya sesuai jalan sediakan fasilitas parkir uang fasilitasnya disediakan parkirnya jual fasilitas ku mohon pad sejalan regulasi,namsor_api_2.0.30,LATIN,a835fa0f-df2e-4367-a23b-dbe4978e5b97,add zim,male,-0.661221498,7.070310639,0.830610749,-1,Negative
465,seratan jawi,acara grbg surãâãâ¥ eparking wajib area jalan perhatian,namsor_api_2.0.30,LATIN,952bfe0e-231f-4834-b264-d0caab218c6b,seratan jawi,male,-0.210798899,1.678161869,0.605399449,2,Positive
466,darmawanathan  ,lalupajak fasilitas ditingkatkan,namsor_api_2.0.30,LATIN,eedd0754-a1d3-41d0-9fbf-b9ea3ccecfde,darmawanathan  ,male,-0.365171996,3.34493617,0.682585998,-2,Negative
467,mrizalrotim  ,silakan petugas parkir berniat parkir,namsor_api_2.0.30,LATIN,05865b85-99b5-4183-bafb-d8f4494cfe4a,mrizalrotim  ,male,-0.243097736,1.928183435,0.621548868,0,Neutral
468,itsmeolv ,setuju rm jukirnya mngutil uang menjamin parkir pinggir jalan eparkir wajib,namsor_api_2.0.30,LATIN,0c2a97d9-f982-48d3-b3f3-a7d2d272f20e,itsmeolv ,male,-0.28538144,2.383392836,0.64269072,-9,Negative
469,itsmeolv ,menolak suruh berhenti jukir,namsor_api_2.0.30,LATIN,41d1d816-238b-4471-99bf-937015443173,itsmeolv ,male,-0.28538144,2.383392836,0.64269072,-6,Negative
470,karleshaaa  ,tolong kasih 3 miliar 5 miliar wkk,namsor_api_2.0.30,LATIN,4028a626-c3be-4301-8803-2d3e32d28609,karleshaaa  ,female,0.0495506,0.029230927,0.5247753,2,Positive
471,ismaisma0 ,wkwkwwk,namsor_api_2.0.30,LATIN,d3d007a3-7dc8-4819-8b67-59671a9918f6,ismaisma0 ,male,-0.40696329,5.00849645,0.703481645,0,Neutral
472,dianhadinurrohim,joss biar gak parkir liar,namsor_api_2.0.30,LATIN,58699274-4d00-4d6d-adac-32af5912dead,dianhadinurrohim,male,-0.343047285,2.949873387,0.671523642,-1,Negative
473,denispariwara,setuju gan,namsor_api_2.0.30,LATIN,1e007598-1537-40e6-b82d-dbdaf89938ce,denispariwara,female,0.061249687,0.519728954,0.530624843,1,Positive
474,denispariwara,jukir berkompeten pinter abang cek,namsor_api_2.0.30,LATIN,993649b5-4891-4083-b3f2-b351be04ac0f,denispariwara,female,0.061249687,0.519728954,0.530624843,0,Neutral
475,tatan t,ya pokoknya butuh edukasi ribet pokoknya sistem dijalankan mudah,namsor_api_2.0.30,LATIN,53f6e85a-d2cb-4380-9e2a-e44f4a6fe4f2,tatan t,male,-0.512525378,6.122137545,0.756262689,-12,Negative
476,mrshl gngsrsputra,ebes melbu ig malumalu,namsor_api_2.0.30,LATIN,c7881b99-21df-44bd-bda1-36d65226491f,mrshl gngsrsputra,male,-0.152732997,1.432921832,0.576366499,0,Neutral
477,black sheep id,ya 13471 bedanya,namsor_api_2.0.30,LATIN,3e89810c-2972-4996-bfd1-d19c9885d218,black sheep id,male,-0.4236345,5.293868403,0.71181725,4,Positive
478,aheunaegawijaya,susah bu,namsor_api_2.0.30,LATIN,c299ab83-231a-4555-9722-71470682eac7,aheunaegawijaya,male,-0.06027306,0.477195948,0.53013653,-3,Negative
479,regytaaprylia,sabar ya bu terjawab,namsor_api_2.0.30,LATIN,61ce6f0b-5c2a-4cc5-85fe-fbd9abacc500,regytaaprylia,female,0.07077813,0.967586403,0.535389065,9,Positive
480,op bensin,ribet jatahnya,namsor_api_2.0.30,LATIN,90d1b1b0-a895-42ef-8dc5-c2e6349220f7,op bensin,male,-0.69327593,7.253720066,0.846637965,-4,Negative
481, lookatmoo,praktek korupsi selisih 63 juta,namsor_api_2.0.30,LATIN,66c6cb27-e337-44dc-9489-44d33e7e98fc, lookatmoo,male,-0.056064206,0.298167893,0.528032103,-6,Negative
482,anggara   ,lanjutkan eparking,namsor_api_2.0.30,LATIN,da915bd8-1035-4254-a337-f6927b72d785,anggara   ,male,-0.380983638,4.309901254,0.690491819,1,Positive
483,sutokoima,5000 ditarik parkir mobil moborobo,namsor_api_2.0.30,LATIN,754f02e1-3811-4b83-99d0-f147073d5565,sutokoima,female,0.100178403,1.239071145,0.550089201,2,Positive
484,wijaya heng,rubikon,namsor_api_2.0.30,LATIN,477e0580-f5a2-4cd6-82bc-4e21f58aabe9,wijaya heng,male,-0.434359662,5.485763004,0.717179831,0,Neutral
485,Zumaro Qoirul,ya semangat perubahan,namsor_api_2.0.30,LATIN,e50ad1e8-27f6-44f4-b64f-561e253bf82f,Zumaro Qoirul,male,-0.259792665,2.110030337,0.629896332,11,Positive
486,Hendro Setyawan,coba full model etoll top up saldo mudahnya jujul ha ha btw bayar sopipaygopay,namsor_api_2.0.30,LATIN,a3031e70-f8f5-4553-a999-8b06ee225917,Hendro Setyawan,male,-0.877951072,9.17067281,0.938975536,9,Positive
487,Putra Reog,pelatihan,namsor_api_2.0.30,LATIN,c810ddf2-ae75-429a-ab2b-f277359662fd,Putra Reog,male,-0.373015544,3.592048218,0.686507772,0,Neutral
488,Fadillah,terbiasa butuh,namsor_api_2.0.30,LATIN,1c6ca5e1-f9b4-4fa5-9ec2-9bedda868c14,Fadillah,male,-0.379757043,4.161690027,0.689878522,-2,Negative
489,Ariz Tiany,terbiasa rumit,namsor_api_2.0.30,LATIN,b7df5580-971d-47b5-970f-ad335dd8d25b,Ariz Tiany,female,0.066336542,0.74993458,0.533168271,-2,Negative
490,Saidhan Efendi,rumit terbiasa potongannya tua membingungkan,namsor_api_2.0.30,LATIN,b625e7af-782b-4835-bf47-73adb158bcd0,Saidhan Efendi,male,-0.307846393,2.57054258,0.653923196,-6,Negative
491,Indra W P,melanjutkan,namsor_api_2.0.30,LATIN,1a36b14b-0ba2-447d-a06d-6b438d2eff47,Indra W P,female,0.380823156,4.289252455,0.690411578,0,Neutral
492,Aji Ji,menuntut gaji umk ponorogo pasokan sop diperhatikan gaji umk sesuai sop,namsor_api_2.0.30,LATIN,b71a3059-5f81-4c1f-999a-6b01dff9b7b9,Aji Ji,male,-0.271200964,2.251024051,0.635600482,-3,Negative
493,Entop Tawon,pelatihan jukir mengantri spbu pelanggan parkir santai terburuburu 7 orang,namsor_api_2.0.30,LATIN,dbfb661c-5990-4b66-a7e5-cc9979bcd228,Entop Tawon,male,-0.336281641,2.86109327,0.668140821,7,Positive
494,Advan Putra,sekedar mengajari alat parkir elektronik ajarkan memarkir kendaraan,namsor_api_2.0.30,LATIN,b095725e-0aff-4481-bcc9-05c99ecb9387,Advan Putra,male,-0.917038478,10.41248995,0.958519239,2,Positive
495,Indrayani Crochet,tes parkir online,namsor_api_2.0.30,LATIN,9af6c6f6-e2fe-48da-8463-ee4d98e8fbbb,Indrayani Crochet,female,0.398651435,4.829978957,0.699325717,1,Positive
496,Jalu Rayhandra,setuju menolaknya,namsor_api_2.0.30,LATIN,20c2c0b9-1317-4f77-a900-6483b3ec4eb3,Jalu Rayhandra,male,-0.379464458,4.129276423,0.689732229,1,Positive
497,Danang TW,intinya meningkatkan pendapatan daerah mengurangimenghilangkan kebocoran baiklah baiklah usul masyarakat meningkat,namsor_api_2.0.30,LATIN,bd07f6ec-505c-4e0f-97af-9e07e7dd36fb,Danang TW,female,0.055922415,0.292233743,0.527961208,2,Positive
498,Dony S,orang asing mengendarai mobil,namsor_api_2.0.30,LATIN,092140b1-13b9-42b6-8f1d-ce0ce016605f,Dony S,male,-0.374740707,3.710946622,0.687370354,1,Positive
499,Sighit Krestiyawan,sekedar elektronik ya gak hilang pas parkir pas bayar,namsor_api_2.0.30,LATIN,08e55a91-ed9b-426c-8dd2-812763e9c01e,Sighit Krestiyawan,male,-0.155264289,1.442847533,0.577632145,8,Positive
500,Zumaro Qoirul,ya semangat perubahan,namsor_api_2.0.30,LATIN,b7742b08-be33-4a25-9aec-270aad2d0d8c,Zumaro Qoirul,male,-0.259792665,2.110030337,0.629896332,11,Positive
501,Ariz Tiany,terbiasa rumit,namsor_api_2.0.30,LATIN,0f3c8075-e502-458f-8daa-797cf1e01a15,Ariz Tiany,female,0.066336542,0.74993458,0.533168271,-2,Negative
502,Hendro Setyawan,coba full model etoll top up saldo mudahnya jujul ha ha btw bayar sopipaygopay,namsor_api_2.0.30,LATIN,1c8b1a8b-5150-4962-b2d9-afdc298da097,Hendro Setyawan,male,-0.877951072,9.17067281,0.938975536,9,Positive
503,Saidhan Efendi,rumit terbiasa jukir tua membingungkan,namsor_api_2.0.30,LATIN,18b7b6d1-a052-4e83-b94c-40440adc8300,Saidhan Efendi,male,-0.307846393,2.57054258,0.653923196,-6,Negative
504,Indra W P,melanjutkan,namsor_api_2.0.30,LATIN,f784f884-134f-49eb-b715-fc3d36fc529a,Indra W P,female,0.380823156,4.289252455,0.690411578,0,Neutral
505,Putra Reog,pelatihan,namsor_api_2.0.30,LATIN,6b1014dd-914f-464d-94b6-9e4beeff4ab9,Putra Reog,male,-0.373015544,3.592048218,0.686507772,0,Neutral
506,Fadillah,terbiasa butuh,namsor_api_2.0.30,LATIN,322ccf45-7cb8-4000-81f3-63e94bf1784f,Fadillah,male,-0.379757043,4.161690027,0.689878522,-2,Negative
507, nanangnanang    ,parkir digital petugas mengurangi parkir liar setuju berdasarkan peraturan 2024,namsor_api_2.0.30,LATIN,7b23d9ae-e326-41a3-abf9-47854cd83aa9, nanangnanang    ,female,0.058087564,0.383471267,0.529043782,-4,Negative
508, rggaming    ,juru parkirnya ponorogo masuk toko tukang parkirnya,namsor_api_2.0.30,LATIN,79f5abc9-4b4b-4045-9fcc-7047b6d8382f, rggaming    ,female,0.049103646,0.010924982,0.524551823,-5,Negative
509, rggaming    ,juru parkirnya ponorogo masuk toko tukang parkirnya,namsor_api_2.0.30,LATIN,56ef3bb4-0612-4cb1-993a-3f32e95c6157, rggaming    ,female,0.049103646,0.010924982,0.524551823,-5,Negative
510, user nk zu no y,pakai tiket parkir berlangganan stikernya menolak prakir elektronik memangnya jalan kakekmu,namsor_api_2.0.30,LATIN,a75a9311-bca9-434b-9f6c-bf95718a3c30, user nk zu no y,male,-0.069705949,0.913231607,0.534852975,-3,Negative
511, dickykrisnanda    ,tidur gak eparking males gaji,namsor_api_2.0.30,LATIN,ce1bb4e8-d563-4f28-8f2e-4891ea012415, dickykrisnanda    ,female,0.056992926,0.337170209,0.528496463,-4,Negative
